company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
IPO_Synth_2442,,461.30324786484704,878.0070551166519,16.695911888017843,9.528041511660621,3.1633605191402294,29.387313918818695,,,,4.1454900447838465,2020,1,24.65251613540053,Finance,bull,1.2,44.26978204824901,17.10155556991854,20.424836438953395,0.13653707681973515,9.413184785956087
IPO_Synth_2443,,557.1013575218682,3550.870330492153,23.79863607809946,7.441824098118895,7.487205192969054,38.72766536918741,,,,-13.229838708986703,2016,0,-8.737703991519895,Finance,bear,1.2,70.64480236422018,26.691368521455455,9.476005305209188,0.0,5.372088642028598
IPO_Synth_2444,,850.0169847132396,370.26104610030916,138.30740154993399,90.60905051584126,23.423881494749683,252.34033356052493,,,,22.95454007183685,2026,1,28.29971213900238,Retail,neutral,1.2,59.15387575187625,28.406692973155337,11.69217342322787,2.02644049155256,8.720549285086516
IPO_Synth_2445,,1043.0527370876894,2499.236550767876,82.37623753292068,33.929458546593466,23.05953669336558,139.36523277287972,,,,58.97217823023286,2019,1,30.02356683964776,Retail,bull,1.2,54.372743851021006,29.360799443353553,11.167760940689078,0.0,10.977858425996754
IPO_Synth_2446,,427.60292066210656,71.9742,30.413877845663983,18.324889359518306,3.7545942692958687,52.49336147447816,,,,66.6551477139715,2023,1,68.64029317867754,Auto,bull,1.2,44.36619916763291,15.950052140071461,20.128483916710096,0.0,8.065524269658205
IPO_Synth_2447,,798.0765167821079,3375.2549342235675,0.5,0.5,0.5,1.5,,,,16.439899214928698,2019,1,4.150846233978766,Pharma,bull,1.2,85.7527073131936,16.524103998027307,19.578745629517094,0.2570319594285494,10.440692348248353
IPO_Synth_2448,,636.2366721380874,71.9742,0.5,0.5,0.5,1.5,,,,7.162886126094079,2022,1,2.376628457839586,Mfg,neutral,1.2,73.24224726674248,17.170520055614663,20.71632789206814,0.3968810935722702,11.609769628559823
IPO_Synth_2449,,407.6041118961871,71.9742,17.110081096111738,5.660730528356628,3.8136900818703094,26.584501706338674,,,,54.204516308352346,2022,1,28.933267088762257,Retail,bull,1.2,47.73583403101355,24.311123511885423,11.460915626743208,0.9820463012176044,11.231840083618872
IPO_Synth_2450,,40.04,71.9742,78.39609623208115,46.84002462773798,19.007724074153465,144.24384493397258,,,,15.104374135633305,2019,1,30.018395786710563,Retail,neutral,1.2,35.53430918930371,12.819213146587707,21.073203252451734,1.430444758747663,11.965398624471828
IPO_Synth_2451,,762.7182257510541,71.9742,3.9206785020329087,2.6445434295793966,0.7482931904067243,7.313515122019029,,,,11.05169481891228,2020,1,0.710023856757496,Pharma,bear,1.2,26.016194662317247,13.157982172669502,11.422569274273476,1.3555731894317922,9.459854680781605
IPO_Synth_2452,,621.5476723031375,268.5330419229941,14.62000431673653,9.782473815187457,4.1129189902824805,28.515397122206465,,,,13.652138384141217,2022,1,3.565227223315777,Auto,bull,1.2,80.47236108857436,15.713971387901175,11.603904436003011,2.5,7.8181504724903625
IPO_Synth_2453,,547.9002399244714,5422.600124456983,52.90147028321715,29.796881207946903,5.483020045280654,88.18137153644471,,,,30.930900918766866,2018,1,24.00229922155128,Auto,bull,1.2,76.36511283055695,14.370664776690331,11.85572649761746,0.0,5.589484433045643
IPO_Synth_2454,,79.63557362705386,71.9742,4.657453153836432,1.6939326412749107,0.6546100098607341,7.005995804972077,,,,-7.569025287228416,2017,0,-5.620406181905984,Finance,bear,1.2,78.83826533162538,25.306161830747797,12.019601092630479,0.7308513293444713,9.735987132902114
IPO_Synth_2455,,1084.0355848157117,71.9742,0.5,0.5,0.5,1.5,,,,10.33151348683249,2017,1,3.4056920650750504,FMCG,bear,1.2,57.83481152869313,24.901831842752703,14.59145894171096,0.0,8.38830899498136
IPO_Synth_2456,,466.90431786661384,2473.0557663806712,16.50949132221472,10.356632405539509,4.273234945544675,31.139358673298904,,,,31.811138689980123,2020,1,14.229791080954175,FMCG,neutral,1.2,74.50821646888787,17.109912611920485,11.225878671303942,2.5,9.644745863629126
IPO_Synth_2457,,40.04,71.9742,160.37195569586137,73.03771303018033,51.744044164034634,285.15371289007635,,,,53.904236621389394,2018,1,33.84557417505465,FMCG,bull,1.2,78.48949313815498,18.836799726241185,16.04135154660908,0.6756034743281901,4.0
IPO_Synth_2458,,40.04,3642.661494307912,14.21747142364337,8.761498413392792,1.6479461938440638,24.626916030880224,,,,-6.385601665411979,2019,0,-0.794392669687985,Pharma,neutral,1.2,58.743682993083226,8.0,6.0,0.0,5.444693825266626
IPO_Synth_2459,,646.2370468141819,425.7361302414206,1.2767145929952113,0.5167183089217546,0.5,2.293432901916966,,,,-6.768207419138926,2023,0,-11.559908198151144,Auto,bull,1.2,53.55333391931498,17.255433962329093,16.026656585292816,0.9342137778114911,11.5299392837532
IPO_Synth_2460,,656.4085634698617,808.5463572931973,11.92886218797629,3.019900293097239,3.6368524050238396,18.585614886097368,,,,-32.87323926657199,2023,0,-11.559908198151144,Mfg,bear,1.2,42.426893771313104,27.463721057379477,10.096441305987119,0.7668324392539839,5.093555591337754
IPO_Synth_2461,,256.66438494896676,4638.292274219664,20.1267873297803,11.104854925931674,2.3982358345624712,33.629878090274445,,,,-9.33162750921272,2026,0,-11.559908198151144,FMCG,neutral,1.2,67.67067988553124,16.929080268956508,11.987673477951546,1.2577458162704094,9.42989490450867
IPO_Synth_2462,,572.8482778919071,3129.680289906983,9.180447317277757,5.053452299387291,1.2467699814375501,15.4806695981026,,,,-17.53214466764254,2024,0,-11.559908198151144,Retail,bear,1.2,70.06584900683676,13.444937991355808,12.096326027695502,0.0,7.50761264677446
IPO_Synth_2463,,642.8669413930405,71.9742,44.565697007308096,25.12513017597236,8.356573165350998,78.04740034863144,,,,7.443153053090192,2020,1,8.9445646521101,Retail,neutral,1.2,52.682374623139545,28.257350514076467,19.24427511166327,0.827827268005954,7.317016190407726
IPO_Synth_2464,,462.6185563099112,71.9742,11.575121969420636,4.445921214588556,1.489340890028727,17.51038407403792,,,,-10.637633403933945,2026,0,-11.559908198151144,Pharma,neutral,1.2,54.80265057787493,13.313118852569762,17.270704799319997,0.22951360939433596,10.255922077588165
IPO_Synth_2465,,175.25390866636693,71.9742,22.184731876140173,14.542878751629448,6.424066835763724,43.151677463533346,,,,-7.842265873608397,2026,0,-2.9187620843965263,Auto,neutral,1.2,56.08869002064403,29.276361285298215,14.25506081996686,0.0,10.085680790751512
IPO_Synth_2466,,743.2076396905135,8297.783498529448,9.97248337355063,4.923748316084209,2.2539540500134208,17.15018573964826,,,,-11.657284511533975,2018,0,-4.462556709507695,Auto,bear,1.2,74.24233918557535,32.0,11.781445180382232,0.8427238534637079,11.638836690369756
IPO_Synth_2467,,700.9450583587333,71.9742,12.59967081388408,7.952836046318265,2.553841792989457,23.1063486531918,,,,8.341848365052568,2017,1,2.7569761866678273,Mfg,bull,1.2,35.26213780403656,19.34373631875047,18.522950101675313,0.6527846932344685,6.693984281106493
IPO_Synth_2468,,608.7335340839894,4566.717135709189,10.0,5.5554673218813235,2.8123690631494784,18.367836385030802,,,,38.74758787171669,2025,1,40.91334021041627,Pharma,bull,1.2,40.1054373183808,27.46266931831796,23.076194983940994,1.550053193037418,7.346629592508648
IPO_Synth_2469,,130.03110465688368,136.29557805858096,131.56706850541437,60.262375823453844,22.790553253757746,214.61999758262596,,,,36.13893176346137,2025,1,26.61710129687323,Finance,bull,1.2,40.45658493968767,9.986397329743323,14.874024019725056,0.5269889531707117,13.369691534280037
IPO_Synth_2470,,40.04,71.9742,25.178474724889494,14.850602371470874,8.003805399341863,48.03288249570223,,,,7.1929311612440525,2025,1,12.63984495524211,Auto,bull,1.2,57.326425536036986,9.722351469645261,7.807565650386703,1.10390258421232,9.326103381233981
IPO_Synth_2471,,440.9615680651162,1577.892419996766,17.1353925250934,9.210079475426822,4.515033443922048,30.860505444442275,,,,20.597471735380633,2021,1,2.3129019505926167,Auto,bear,1.2,65.6749896209803,15.219635171974735,11.836967642790075,0.0,11.097668168212122
IPO_Synth_2472,,732.3503952270873,671.4858193017868,0.5,0.5,0.5,1.5,,,,4.727378345569541,2025,1,2.9144313318768966,FMCG,neutral,1.2,40.76023660259169,24.934519371641656,17.51647266247632,1.8945171669216014,8.508638855855981
IPO_Synth_2473,,770.1987026048253,3608.9980192282887,12.657770682730789,7.26910787616163,2.9741732462627932,22.901051805155213,,,,49.73521217870944,2024,1,19.384082927999597,Auto,neutral,1.2,76.36210572730606,20.010464342452373,13.007791282755038,0.0,11.365734110804265
IPO_Synth_2474,,614.4386299889151,3641.5587240536765,116.72439774137915,34.19668706481501,19.243431553397034,170.1645163595912,,,,23.779370061740128,2024,1,24.933763322496322,FMCG,bull,1.2,86.32769013904921,18.881589297160765,11.1358742494368,1.4029305058422872,4.0
IPO_Synth_2475,,260.95332908844745,71.9742,14.342282759165853,10.113181653892411,4.965946350000706,29.421410763058972,,,,-1.8137045978196196,2022,0,-7.352543044331723,Tech,bull,1.2,67.44835715455106,12.254985594311012,10.940175986929113,0.7631187520594642,13.454206327038785
IPO_Synth_2476,,140.11624707237237,71.9742,27.740072028333167,11.582618053946257,5.794931052061604,45.11762113434103,,,,35.90692701377047,2018,1,13.080303140203515,Mfg,bull,1.2,80.21022189514245,19.235900439053367,15.41255312363256,0.6363237311824643,8.634136966242211
IPO_Synth_2477,,409.0606160467556,71.9742,0.6741606841343151,0.5,0.5,1.674160684134315,,,,-23.68253047904441,2024,0,-11.559908198151144,Pharma,bear,1.2,43.52690302346044,16.138329074954797,8.097773879012488,1.2603454116542325,6.253238803066788
IPO_Synth_2478,,412.2998192185378,71.9742,52.21902224995995,33.205981149455184,17.989720229831537,103.41472362924667,,,,30.984667123828235,2025,1,16.872820999985354,Finance,bear,1.2,43.95552515358806,14.465025450460864,14.844044369871085,0.0,6.812510661280585
IPO_Synth_2479,,793.0584492190801,807.3708098459473,25.72522189331918,9.405422649353307,6.018367169730893,41.14901171240338,,,,49.26532240926805,2025,1,28.785736741477784,Retail,neutral,1.2,69.2632315967593,13.955830247086114,15.398097262696611,0.0,9.209235948017694
IPO_Synth_2480,,250.9584536536148,1491.0556145460998,13.21078398017095,9.880144688105451,3.732031843775447,26.82296051205185,,,,0.1,2022,1,6.229316220066791,Retail,bull,1.2,59.308751118535504,21.151635307887688,12.977152440975113,1.2461295775448287,9.668813765831857
IPO_Synth_2481,,279.33232012503163,71.9742,10.0,4.602462707817215,2.4306169673530205,17.033079675170235,,,,51.8708929982635,2016,1,51.605330151651934,FMCG,bull,1.2,43.92203717777752,15.678036688508941,10.307124805676303,2.4220931223863578,10.42358053740211
IPO_Synth_2482,,1116.7778922728398,71.9742,0.6687346722996379,0.5,0.5,1.668734672299638,,,,-6.005829136719654,2024,0,-6.781628691405619,Auto,bear,1.2,85.65085674016402,19.960895513179498,19.58281614500615,0.47564178167967675,6.422042645151437
IPO_Synth_2483,,944.6975951694297,1479.9058689120836,7.7825204064117255,2.187141448721853,2.6313052731235413,12.60096712825712,,,,28.24369607872487,2018,1,16.996760824720084,Tech,neutral,1.2,65.37822424025597,9.385917217380975,9.002489086609025,0.0,12.613513572607285
IPO_Synth_2484,,113.2768108981288,71.9742,32.50491159931153,8.805648444674338,6.961223028249784,48.27178307223565,,,,16.06078667420405,2018,1,11.515416023789273,Pharma,bull,1.2,72.63914950836141,23.01883124547474,15.777290014499759,0.18278102432269988,8.42717679942237
IPO_Synth_2485,,916.5268978790098,967.5311252539149,37.940871715670944,11.29007584150956,12.274470740757106,61.50541829793761,,,,30.722476216152845,2016,1,10.120047208131677,Finance,bear,1.2,47.86347365774183,21.44428004225857,18.274889154857654,0.43985014253429794,8.277058460823994
IPO_Synth_2486,,40.04,565.9090974076944,23.150879667367267,5.845977123949647,6.1095480850133095,35.106404876330224,,,,14.01503479528989,2017,1,9.816518990354563,Infra,bull,1.2,90.23835221235656,18.61178446205432,15.717580541373415,1.6094593607514278,9.321194677116246
IPO_Synth_2487,,266.5537864145184,2169.1995435146664,7.951517179298094,3.2883100900358206,1.004258512220677,12.244085781554592,,,,30.00082203560031,2021,1,14.608803926754304,Pharma,bull,1.2,57.19327772205279,20.969101751211603,20.54031716137385,0.5483430319094191,11.988494540555886
IPO_Synth_2488,,305.4314502214689,71.9742,55.70861595966305,22.57464646401745,11.379222544566016,89.66248496824652,,,,40.466931627813466,2019,1,30.64288701547457,Tech,neutral,1.2,78.3430218238226,25.6050096851441,9.890718542106969,0.0,9.898297916959624
IPO_Synth_2489,,388.317888325205,249.60223912619807,66.52167445138117,30.93563014999136,9.909204242282883,107.36650884365541,,,,77.07799991046429,2020,1,42.108708383448324,Auto,bull,1.2,49.509099471664314,11.307139845503587,11.440888679343475,1.46349654831221,8.372968981097701
IPO_Synth_2490,,626.5220584008661,71.9742,14.391156879848861,5.273804384600034,2.0502356773424717,21.715196941791366,,,,0.1,2021,1,12.242059283515538,FMCG,bull,1.2,63.03566140970082,20.40017490136093,12.924447717905368,1.0683168209272946,9.028769098653234
IPO_Synth_2491,,451.1918609147657,1390.7588005053424,125.24968930030685,35.241577594497954,34.91612967215365,195.40739656695848,,,,66.42260559503319,2021,1,29.936411102308863,Infra,bull,1.2,70.04104854393096,12.169163037565696,24.0,0.0,13.657467995652421
IPO_Synth_2492,,624.8042292166921,1752.630102993731,7.996960693138812,2.2837821427167646,0.8597132339684447,11.14045606982402,,,,0.1,2020,1,-2.8973787922071486,Mfg,bear,1.2,95.91732804420984,20.525649866789685,17.285116794996433,1.2198726037783874,13.166114622485141
IPO_Synth_2493,,277.55894802060965,1059.2312035785242,10.0,3.4107318765259147,3.4153514222349477,16.826083298760864,,,,52.68987199656995,2020,1,28.86811346253852,Pharma,bull,1.2,52.08491220250978,18.446875832168303,18.127574420685356,0.0,11.097517678016619
IPO_Synth_2494,,542.6512252566325,6498.148971319762,4.591269425298476,1.8745912638665574,0.9755568024569299,7.441417491621964,,,,-11.312914070282886,2025,0,-4.200801941807263,Tech,bear,1.2,63.6461275979707,19.850530279595457,17.940073540695852,0.20179195653473758,10.445827629759545
IPO_Synth_2495,,441.7960376376671,1945.4733618775845,111.94894418009129,36.27101292935965,24.90185824266286,173.1218153521138,,,,80.80023333629755,2019,1,35.895598876939886,Retail,bull,1.2,70.65339469111663,25.09047817816976,15.35469107591141,0.0,16.0
IPO_Synth_2496,,40.04,1114.471575604827,138.15704865875264,59.76106262632645,24.157758003506114,222.07586928858518,,,,68.39392231581662,2016,1,60.13502313107601,Finance,bull,1.2,34.53287912625349,24.911058972071906,19.72246988849201,0.19005885485556412,11.390543649651683
IPO_Synth_2497,,579.8115208745129,2821.012553770831,49.843588493870136,35.444278035937145,6.051211924817986,91.33907845462527,,,,16.58090792818496,2024,1,9.648534325370845,Tech,bull,1.2,24.0,26.520254428880786,6.5836317837799605,1.4067602627614804,10.541831554128583
IPO_Synth_2498,,447.6332370591706,7021.415484695597,6.98876313854148,2.6613315196014207,1.726648500616597,11.3767431587595,,,,-26.4166572043159,2016,0,-11.559908198151144,Infra,bear,1.2,42.0749281421178,17.62173316408905,16.246386670453095,0.0,9.393749666897527
IPO_Synth_2499,,170.96070094882688,2179.5925467918196,0.5,0.5,0.5,1.5,,,,12.059428535597188,2024,1,0.42897637113942355,FMCG,bull,1.2,77.40923804531003,24.219024238820644,16.92697883656282,1.604129343703127,11.070421629537485
IPO_Synth_2500,,269.7020419109491,71.9742,90.32930780497759,52.606716340683526,23.125942637331192,166.06196678299233,,,,62.296206166773494,2019,1,38.95187865286298,Pharma,bull,1.2,90.89532433896188,23.039829695247263,19.583918811327752,0.6763248519218017,4.0
IPO_Synth_2501,,278.0781986909099,2646.3910382492427,125.97809157989674,62.41465107249801,30.101514094313778,218.49425674670854,,,,7.474383405120696,2025,1,24.260841943643133,Retail,bull,1.2,43.38626126663118,17.772744724615656,9.799431871429125,0.10991465087025426,13.08314668084542
IPO_Synth_2502,,331.1614096023489,71.9742,14.75368486177324,4.037006644294825,2.275427055408869,21.066118561476934,,,,21.478596072358915,2017,1,17.677925848374432,Pharma,neutral,1.2,38.09895892294434,20.703216745311224,10.130603297119466,0.5207630865892139,6.184692736627792
IPO_Synth_2503,,1015.6572261482305,71.9742,124.49548258179165,80.16309758296438,26.81800522215784,231.47658538691385,,,,83.2423089995958,2017,1,34.121078773229954,Mfg,neutral,1.2,87.62542755491582,19.206882511011457,10.415046144170969,0.0,7.845763616435984
IPO_Synth_2504,,1128.8233485068818,5940.41103179948,17.218550379795104,10.463222094797073,3.0479546498109773,30.729727124403155,,,,11.97451779568153,2020,1,22.7756466343701,Auto,neutral,1.2,49.82231906074202,28.3693176724006,17.350441885729115,0.0,5.799452433531794
IPO_Synth_2505,,40.04,5377.878609343542,66.89662271406831,49.41313557072741,10.698845125722682,127.0086034105184,,,,10.533742165356994,2020,1,38.645635437523865,Finance,bull,1.2,53.30776660807747,24.861298254137914,17.414631588105895,0.0,7.790756569344322
IPO_Synth_2506,,581.5755342780734,71.9742,29.586288028697304,21.277076959976014,8.651802520645246,59.515167509318566,,,,58.71094036612664,2023,1,32.189581937536865,Infra,bull,1.2,86.26441186889019,17.984807295742108,10.725883000722945,0.0,8.979023756977103
IPO_Synth_2507,,741.019925797344,71.9742,59.751333906526625,32.39264091499184,6.152992079211031,98.2969669007295,,,,88.15637916444952,2023,1,45.22448436814989,Tech,bull,1.2,83.30461385694429,17.567343277431217,23.61424365523643,0.0,12.668053557565978
IPO_Synth_2508,,341.01332392933307,1938.6758246039617,152.52350201155355,90.44806057859394,25.505089008250735,268.47665159839823,,,,28.508574744353506,2026,1,20.056080761006033,Retail,bull,1.2,76.81317924049324,25.745691552117314,16.28867151424126,0.0,13.867194110722007
